SEXO,EDAD_TRAMO,COMUNA,n,peso_medio,costo_medio,dias_medio,z_peso_medio,z_costo_medio,score_perfil
HOMBRE,40-64,RANCAGUA,1662,8.957046028880868,145.1882472322503,6.776774969915764,1.2109043486604874,0.37187954313596194,1.5827838917964492
HOMBRE,40-64,ERCILLA,103,8.475388349514564,164.26302427184464,7.592233009708738,1.0254433908863718,0.5563778934894602,1.581821284375832
MUJER,40-64,SAN JAVIER,286,8.733372727272727,153.65907622377622,6.244755244755245,1.1247795622783385,0.4538125571795357,1.5785921194578743
HOMBRE,40-64,SAN BERNARDO,1615,7.804668359133126,189.91814705882354,8.838390092879257,0.7671845129670066,0.8045237995982905,1.571708312565297
HOMBRE,40-64,CHAÑARAL,59,7.037710169491525,220.0618101694915,11.389830508474576,0.47186938249763843,1.0960845400455148,1.5679539225431531
HOMBRE,65+,PICHIDEGUA,91,10.322763736263736,89.03718351648352,4.967032967032967,1.7367701760122602,-0.17123446572762258,1.5655357102846377
HOMBRE,65+,TALCA,2095,9.22822830548926,132.20128868735083,7.216229116945107,1.3153223345157674,0.24626484144536875,1.5615871759611362
MUJER,0-17,PEMUCO,26,8.274811538461538,170.14820384615385,8.384615384615385,0.9482118443363131,0.6133015430157586,1.5615133873520717
MUJER,0-17,PELARCO,29,9.229717241379308,132.00502068965517,6.793103448275862,1.3158956451636863,0.24436646424668027,1.5602621094103666
HOMBRE,40-64,EL QUISCO,105,8.092604761904763,177.2680180952381,8.638095238095238,0.8780536287803755,0.6821670391131803,1.5602206678935557
HOMBRE,18-39,LANCO,33,9.07259090909091,137.8535878787879,13.909090909090908,1.2553945853319821,0.30093598514261266,1.5563305704745947
HOMBRE,40-64,VICTORIA,520,7.522156538461538,199.23764615384616,9.211538461538462,0.6584041174936164,0.8946654670779938,1.55306958457161
HOMBRE,65+,EL CARMEN,119,9.528134453781512,119.1354193277311,7.092436974789916,1.4308003677484251,0.11988688495443281,1.550687252702858
MUJER,65+,SALAMANCA,101,9.766610891089108,109.02300297029703,6.782178217821782,1.5226250606045937,0.02207582628981234,1.544700886894406
HOMBRE,18-39,LEBU,78,5.526434615384616,277.7816833333333,5.602564102564102,-0.1100430913033199,1.6543726583934732,1.5443295670901533
HOMBRE,40-64,ALGARROBO,83,8.637248192771084,153.351543373494,6.9879518072289155,1.0877670760293487,0.4508379848718854,1.5386050609012343
HOMBRE,18-39,DOÑIHUE,65,8.2309,169.38848153846155,5.3076923076923075,0.9313038278563801,0.6059532258005675,1.5372570536569476
HOMBRE,40-64,SAN CLEMENTE,403,8.252378163771713,167.79387369727047,6.357320099255583,0.9395739354347995,0.5905295846460829,1.5301035200808824
MUJER,65+,ESTACIÓN CENTRAL,1191,9.41138832913518,121.00814710327455,7.075566750629723,1.3858475952278846,0.1380006057351131,1.5238482009629977
HOMBRE,65+,LA PINTANA,1520,8.752303881578946,146.70579105263158,6.7046052631578945,1.1320689509039292,0.3865577923688792,1.5186267432728084
MUJER,65+,SANTIAGO,2178,8.937471946740128,138.66234077134985,7.46969696969697,1.2033674024497536,0.3087585444423398,1.5121259468920933
HOMBRE,0-17,ALTO HOSPICIO,639,6.9159107981220656,218.96876791862283,6.765258215962441,0.42497087129735067,1.0855122281525191,1.51048309944987
MUJER,0-17,LANCO,51,7.17635294117647,208.54525098039215,6.705882352941177,0.5252533984215142,0.9846920887614583,1.5099454871829725
HOMBRE,40-64,PEÑALOLÉN,1721,8.045692852992445,173.93262998256827,7.954677513073794,0.8599903279536616,0.6499059225979575,1.5098962505516191
HOMBRE,65+,VALPARAISO,3421,8.495869219526455,155.9557719380298,8.72347266881029,1.0333294932598456,0.4760270538241973,1.5093565470840429
HOMBRE,40-64,PUTAENDO,151,9.433239072847682,118.53650264900664,5.622516556291391,1.3942611636824123,0.11409393969512562,1.508355103377538
HOMBRE,65+,PEÑALOLÉN,1842,7.903414386536373,178.52850960912053,8.071118349619978,0.8052063978099714,0.6943589826658186,1.49956538047579
HOMBRE,40-64,DIEGO DE ALMAGRO,51,8.917292156862745,138.0932549019608,7.764705882352941,1.195597230149659,0.30325413388520334,1.4988513640348622
HOMBRE,65+,COLBÚN,266,8.358392105263158,160.137057518797,7.7894736842105265,0.9803943105034172,0.5164700058129469,1.4968643163163642
HOMBRE,65+,FREIRE,365,7.92897506849315,176.65129917808218,8.101369863013698,0.8150484677283837,0.6762019039710565,1.49125037169944
MUJER,65+,HUALAÑÉ,87,9.22196551724138,125.14891839080461,5.551724137931035,1.3129108652160013,0.17805168838497215,1.4909625536009734
HOMBRE,65+,COLINA,375,8.145292,167.7666936,8.978666666666667,0.8983407041415974,0.590266688618599,1.4886073927601964
HOMBRE,65+,SAN MIGUEL,537,8.605373370577281,148.87612383612662,9.66294227188082,1.0754937638697255,0.40755005966730035,1.4830438235370258
HOMBRE,40-64,LAS CONDES,389,8.89763470437018,136.8590061696658,6.583547557840617,1.1880281824154533,0.29131602029354037,1.4793442027089936
HOMBRE,0-17,PADRE HURTADO,266,6.53609962406015,229.35630864661655,7.582706766917293,0.27872562880997004,1.1859843922342532,1.4647100210442232
HOMBRE,18-39,QUINTERO,77,9.248377922077921,121.27137272727273,6.883116883116883,1.3230808886744612,0.14054662204228288,1.463627510716744
MUJER,0-17,CUNCO,82,7.679807317073171,183.70791585365853,7.146341463414634,0.7191071139321153,0.7444561295915365,1.4635632435236519
HOMBRE,40-64,MAULE,350,8.744429714285715,140.9258057142857,7.085714285714285,1.1290370245578205,0.33065162068578935,1.45968864524361
HOMBRE,40-64,SAN PEDRO DE LA PAZ,848,8.34441037735849,156.3904095518868,7.373820754716981,0.9750106848297881,0.4802310307614763,1.4552417155912645
MUJER,65+,COINCO,51,9.439613725490196,112.69238039215685,5.372549019607843,1.396715706058054,0.0575674118403141,1.454283117898368
HOMBRE,18-39,SAN RAFAEL,39,8.461092307692308,150.50178974358974,5.717948717948718,1.0199387395077772,0.4232741060102948,1.443212845518072
HOMBRE,40-64,CONCEPCIÓN,1628,8.458109766584768,150.18162567567566,7.288083538083538,1.0187903203003168,0.4201773598596059,1.4389676801599227
HOMBRE,40-64,PICHILEMU,117,8.094580341880341,164.0160794871795,5.478632478632479,0.8788143203879758,0.5539893515261888,1.4328036719141646
MUJER,0-17,BULNES,76,7.1412815789473685,201.9221907894737,6.75,0.5117492673589522,0.9206313829938396,1.4323806503527918
HOMBRE,65+,COLTAUCO,123,9.412444715447155,111.50837967479674,5.682926829268292,1.3862543538566603,0.04611531577036477,1.4323696696270252
HOMBRE,40-64,SAN VICENTE,152,8.85480592105263,133.65435657894736,7.0131578947368425,1.1715370778101595,0.2603194554728204,1.4318565332829798
HOMBRE,40-64,SAAVEDRA,103,7.6725951456310675,180.5447223300971,7.058252427184466,0.7163300872582266,0.7138605432979436,1.43019063055617
MUJER,65+,CONCHALÍ,788,8.355422969543147,153.19422588832487,7.753807106598985,0.9792510530033621,0.4493163515424254,1.4285674045457875
HOMBRE,40-64,REQUÍNOA,162,9.05617098765432,125.0511987654321,7.407407407407407,1.2490721399798974,0.17710650776026732,1.4261786477401648
HOMBRE,65+,RÍO IBÁÑEZ,33,9.264636363636363,116.66238181818181,7.242424242424242,1.3293411566459181,0.09596674476474332,1.4253079014106613
HOMBRE,40-64,TALCA,1739,8.977931857389304,128.02972139160437,6.599769982748706,1.2189463791834447,0.20591588833015095,1.4248622675135958
HOMBRE,40-64,TUCAPEL,124,8.668093548387096,139.9798072580645,6.967741935483871,1.0996439949294174,0.3215015711597857,1.4211455660892032
HOMBRE,40-64,ANCUD,156,9.263325,116.14307371794872,6.423076923076923,1.3288362197033368,0.09094380333694398,1.4197800230402808
HOMBRE,65+,CURACAUTÍN,263,7.926594676806083,169.28726349809887,9.224334600760455,0.8141319044904802,0.6049742072026482,1.4191061116931283
MUJER,40-64,LA ESTRELLA,41,9.748826829268292,96.49834146341465,4.414634146341464,1.5157773567690773,-0.09906736620775519,1.416709990561322
HOMBRE,65+,BULNES,220,9.01006,125.83598590909091,6.904545454545454,1.2313172316692231,0.18469726140751216,1.4160144930767353
HOMBRE,40-64,VILCÚN,244,7.173520491803279,198.90713688524593,8.561475409836065,0.524162771621398,0.8914686582918828,1.4156314299132808
HOMBRE,40-64,TIERRA AMARILLA,79,8.031067088607594,164.32083037974684,8.012658227848101,0.8543587178139421,0.5569370157023267,1.4112957335162688
MUJER,0-17,SANTIAGO,1339,6.659297684839433,218.55571896938014,7.838685586258402,0.32616270150047527,1.0815170648228332,1.4076797663233085
HOMBRE,40-64,TALAGANTE,583,8.639344939965696,139.05173550600344,7.409948542024014,1.0885744227396401,0.31252491539549954,1.4010993381351398
MUJER,65+,CALERA,338,8.732123372781064,134.54500384615386,8.29585798816568,1.124298501785484,0.26893412767608443,1.3932326294615685
HOMBRE,40-64,LOS ÁLAMOS,120,8.559050000000001,140.86081666666666,6.383333333333334,1.0576570781017531,0.3300230224037823,1.3876801005055355
HOMBRE,65+,CON CON,266,9.232185714285714,113.00534887218045,6.703007518796992,1.316846123831573,0.06059455958401448,1.3774406834155875
HOMBRE,40-64,ALTO HOSPICIO,653,8.226825574272588,153.02501960183767,7.263399693721286,0.9297349814948325,0.4476797252971211,1.3774147067919535
HOMBRE,65+,SAN RAFAEL,109,8.801759633027523,129.56999357798165,8.440366972477063,1.151111751266126,0.22081397478705184,1.3719257260531779
MUJER,40-64,PELLUHUE,81,7.677185185185185,174.2813172839506,5.37037037037037,0.718097469298201,0.6532785560898572,1.371376025388058
HOMBRE,40-64,ARAUCO,188,8.428037234042554,144.3474063829787,7.079787234042553,1.0072109747881473,0.36374661716369894,1.3709575919518462
HOMBRE,18-39,LA LIGUA,70,7.001072857142858,200.7499914285714,7.928571428571429,0.4577622866710071,0.9092934340404664,1.3670557207114735
HOMBRE,40-64,CALBUCO,260,8.110422307692309,155.7894526923077,8.088461538461539,0.8849142255247063,0.47441835211281824,1.3593325776375247
HOMBRE,65+,ARAUCO,183,8.546004371584699,138.371412568306,7.836065573770492,1.0526338949484182,0.3059445784692917,1.35857847341771
HOMBRE,65+,MEJILLONES,85,8.120109411764705,153.84906352941178,11.152941176470588,0.8886442181653051,0.4556501851845764,1.3442944033498816
HOMBRE,65+,LOS MUERMOS,250,7.2445148,188.6659384,10.792,0.5514989337106176,0.7924119709057846,1.3439109046164024
HOMBRE,40-64,CUNCO,178,7.196007303370787,190.24335786516855,9.539325842696629,0.5328212562449235,0.8076693596833829,1.3404906159283065
MUJER,0-17,GORBEA,40,6.462210000000001,219.41925,7.3,0.2502746333523787,1.0898694586829403,1.340144092035319
MUJER,65+,EL MONTE,202,7.980521782178218,158.3158311881188,8.331683168316832,0.8348963873187415,0.4988544261952661,1.3337508135140075
MUJER,65+,LOS ÁLAMOS,119,8.336998319327732,143.65278319327732,8.949579831932773,0.9721566923775756,0.3570279628721615,1.329184655249737
MUJER,40-64,ANCUD,133,9.68430902255639,89.88638421052632,5.2706766917293235,1.4909349536706415,-0.16302068022204513,1.3279142734485965
MUJER,65+,EL BOSQUE,1263,8.076177593032462,153.65765930324625,9.205859065716547,0.8717283928232069,0.45379885219625754,1.3255272450194644
HOMBRE,40-64,ANTUCO,36,8.301425,144.67686944444443,6.5,0.9584592841219748,0.3669333066446122,1.325392590766587
MUJER,0-17,CERRO NAVIA,465,7.434585376344086,178.70552688172046,8.01720430107527,0.6246850836331729,0.6960711596790004,1.3207562433121733
HOMBRE,18-39,TEODORO SCHMIDT,37,8.192308108108108,147.38154864864865,10.621621621621621,0.9164441265805653,0.3930939716094123,1.3095380981899776
MUJER,65+,TALAGANTE,550,8.233943454545454,145.5921389090909,8.450909090909091,0.9324757016146983,0.3757861339151842,1.3082618355298825
HOMBRE,40-64,CONCHALÍ,570,7.9930933333333325,155.17417824561403,8.408771929824562,0.8397370283337491,0.468467188427182,1.3082042167609311
HOMBRE,65+,LLANQUIHUE,169,8.719199408284023,126.2408550295858,7.85207100591716,1.1193221649875047,0.1886133063859319,1.3079354713734366
MUJER,40-64,RÍO BUENO,201,8.133219402985075,149.362615920398,7.0,0.8936921840387838,0.41225559236221965,1.3059477764010035
HOMBRE,40-64,CARTAGENA,198,7.712576767676767,165.88285656565657,8.303030303030303,0.7317249002875003,0.572045514947749,1.3037704152352494
MUJER,65+,PUDAHUEL,1459,8.843291912268677,119.93961795750513,6.577107607950651,1.1671036405613213,0.12766539372766084,1.2947690342889822
HOMBRE,0-17,SAN FELIPE,566,4.40924187279152,296.06025795053006,4.92226148409894,-0.5402150680736374,1.8311698422706926,1.290954774197055
MUJER,65+,VIÑA DEL MAR,2609,8.929447796090455,115.01996289766194,5.789191261019548,1.2002777254269144,0.08008065703767366,1.280358382464588
HOMBRE,40-64,CHIGUAYANTE,477,7.97566498951782,152.92433983228514,6.941299790356394,0.8330262927327011,0.4467059130550249,1.279732205787726
MUJER,0-17,LA GRANJA,505,6.566459801980198,208.8975003960396,6.46930693069307,0.29041573137960525,0.9880991763496925,1.2785149077292977
MUJER,0-17,LA CISTERNA,320,6.501902187499999,210.58316937499998,7.403125,0.265558000410046,1.0044035947559835,1.2699615951660295
HOMBRE,18-39,RECOLETA,354,7.383528531073447,175.46076468926552,6.649717514124294,0.6050257865214241,0.6646866108292452,1.2697123973506694
HOMBRE,40-64,LINARES,797,7.919256838143037,154.05257415307403,7.416562107904642,0.8113064900006066,0.457618615760051,1.2689251057606576
HOMBRE,40-64,LITUECHE,53,7.630711320754718,164.15365094339623,5.528301886792453,0.7002028362881373,0.5553199939067015,1.2555228301948387
HOMBRE,65+,VILLA ALEGRE,137,7.856699270072992,154.71054890510948,9.671532846715328,0.7872188713716374,0.46398279270811205,1.2512016640797494
MUJER,65+,LA CISTERNA,552,8.660198913043478,122.70776032608694,7.954710144927536,1.0966041874170964,0.15443989806324754,1.251044085480344
HOMBRE,65+,PIRQUE,303,7.781697029702969,157.63411188118812,6.211221122112211,0.7583394660800418,0.492260583065579,1.2506000491456208
HOMBRE,65+,NAVIDAD,77,7.932811688311689,151.08792727272726,6.246753246753247,0.8165257475821949,0.4289434465735776,1.2454691941557725
HOMBRE,18-39,QUILPUE,331,8.205066465256797,140.13500483383686,6.259818731117825,0.9213566967269257,0.3230026999357302,1.2443593966626558
HOMBRE,18-39,INDEPENDENCIA,383,7.351215404699738,174.0557,7.9138381201044385,0.5925837065491324,0.6510963016596366,1.2436800082087691
HOMBRE,0-17,TALAGANTE,339,5.927765781710915,230.68678023598818,7.646017699115045,0.044488364707937295,1.1988532091500017,1.243341573857939
HOMBRE,40-64,RÍO NEGRO,161,8.82325900621118,115.35820062111802,6.447204968944099,1.1593900254699756,0.08335221831859627,1.2427422437885718
MUJER,0-17,SAN CLEMENTE,176,5.367485227272727,252.26283693181816,9.028409090909092,-0.17124611373955448,1.407544868258319,1.2362987545187645
HOMBRE,40-64,LOS ÁNGELES,2366,8.329593110735418,134.2878715553677,6.128486897717667,0.969305337282699,0.26644704835797817,1.2357523856406771
MUJER,65+,QUINTERO,216,8.392545833333333,131.7711023148148,6.689814814814815,0.993545109070119,0.24210391857257707,1.2356490276426961
HOMBRE,65+,EL MONTE,266,8.340713909774436,133.70945,8.18796992481203,0.9735873702063789,0.2608523395677928,1.2344397097741717
HOMBRE,40-64,BUIN,584,8.140566952054794,141.49584023972602,7.705479452054795,0.8965213374938998,0.33616520699770125,1.232686544491601
MUJER,65+,PAILLACO,134,8.347388805970148,132.78358805970151,7.597014925373134,0.9761575205320795,0.2518970579261997,1.2280545784582793
HOMBRE,0-17,LLAILLAY,174,6.0487166666666665,224.19095862068963,6.218390804597701,0.09106016856048459,1.1360232022919678,1.2270833708524524
HOMBRE,40-64,SAN PABLO,93,8.860075268817203,112.13547311827958,6.559139784946237,1.1735660255984484,0.052180797196434335,1.2257468227948827
HOMBRE,65+,TUCAPEL,131,8.504864885496183,126.12818015267176,6.572519083969466,1.0367932495706693,0.18752347299633196,1.2243167225670013
HOMBRE,65+,CHIGUAYANTE,732,8.600638114754098,122.11967336065574,6.804644808743169,1.073670466706835,0.14875170182581676,1.2224221685326517
HOMBRE,65+,SAN BERNARDO,1672,7.545761722488038,163.62473827751197,7.613038277511961,0.6674932283404499,0.550204153541482,1.2176973818819319
MUJER,0-17,RANCAGUA,992,6.604844153225806,200.97973860887097,7.059475806451613,0.30519551970336767,0.9115156343668792,1.2167111540702469
HOMBRE,65+,ANDACOLLO,89,9.166541573033708,98.69466853932585,6.224719101123595,1.2915700287325105,-0.07782367242820491,1.2137463563043056
MUJER,40-64,GUAITECAS,22,9.205245454545455,97.09528636363638,6.136363636363637,1.3064728513018264,-0.09329349272476611,1.2131793585770603
MUJER,0-17,PUDAHUEL,630,6.848250952380953,190.530876984127,8.436507936507937,0.3989186347576886,0.81045035172501,1.2093689864826986
HOMBRE,40-64,LAS CABRAS,89,8.552667415730337,122.62617191011238,6.247191011235955,1.0551994816750059,0.15365074450596003,1.208850226180966
MUJER,40-64,CON CON,259,7.771723166023166,153.6906996138996,5.482625482625482,0.7544990574454311,0.45411843039096234,1.2086174878363933
MUJER,65+,PEDRO AGUIRRE CERDA,815,8.511908343558282,124.08976846625767,8.582822085889571,1.039505313624039,0.1678071956996674,1.2073125093237065
HOMBRE,0-17,LIMACHE,219,6.8269534246575345,191.16047351598175,6.429223744292237,0.39071808059025037,0.8165400439544065,1.2072581245446568
HOMBRE,65+,FRESIA,133,8.524297744360902,122.75884135338346,8.082706766917294,1.0442758181494198,0.1549339727908843,1.199209790940304
HOMBRE,40-64,ROMERAL,145,7.8770848275862075,148.0298648275862,6.558620689655172,0.7950682739310118,0.39936472723990685,1.1944330011709186
HOMBRE,40-64,GORBEA,153,7.266553594771242,172.3167934640523,7.934640522875817,0.5599849107053979,0.6342769497670658,1.1942618604724637
MUJER,40-64,OLIVAR,102,6.577723529411765,199.5285431372549,7.745098039215686,0.294752798485674,0.8974791310830994,1.1922319295687733
HOMBRE,18-39,SAN JOAQUÍN,253,8.115237944664033,138.29525928853755,10.434782608695652,0.8867684732266082,0.30520799557439743,1.1919764688010057
MUJER,65+,SANTA BÁRBARA,127,8.00514409448819,142.40960472440946,6.488188976377953,0.8443771405990145,0.34500347754134975,1.189380618140364
HOMBRE,18-39,CALERA,159,8.155167924528303,136.3943635220126,6.40251572327044,0.9021434015767008,0.2868218234901937,1.1889652250668945
HOMBRE,40-64,NATALES,95,8.051453684210527,140.4467663157895,6.757894736842105,0.8622085200868921,0.32601817314438825,1.1882266932312804
HOMBRE,0-17,RENCA,708,6.068930508474577,219.27876370056498,6.65819209039548,0.09884345246228345,1.088510622852816,1.1873540753150995
MUJER,0-17,ILLAPEL,54,8.061375925925926,139.9578962962963,8.851851851851851,0.8660290518268309,0.3212896401740393,1.1873186920008703
HOMBRE,40-64,QUINTA NORMAL,928,8.081169827586207,138.55065862068966,6.755387931034483,0.8736506389358168,0.3076783130709343,1.1813289520067511
HOMBRE,65+,YERBAS BUENAS,212,7.984452358490566,142.24455990566037,9.084905660377359,0.8364098448607276,0.3434071025624762,1.1798169474232036
HOMBRE,65+,SAN RAMÓN,857,8.127634889148192,136.44095087514586,6.984830805134189,0.8915418824257092,0.2872724337270829,1.178814316152792
HOMBRE,65+,LOS LAGOS,149,8.302584563758389,129.12413489932885,8.691275167785236,0.9589057709412317,0.21650146353035507,1.175407234471587
MUJER,65+,YUMBEL,171,8.609136257309942,116.41622748538013,5.485380116959064,1.0769426530026736,0.09358584834639956,1.1705285013490732
MUJER,65+,CUREPTO,82,8.447036585365854,122.66909634146343,6.719512195121951,1.0145266224866165,0.1540659255986508,1.1685925480852672
HOMBRE,18-39,TENO,111,6.5761756756756755,197.0321774774775,5.342342342342342,0.29415680168403047,0.8733333523328672,1.1674901540168978
HOMBRE,0-17,VALPARAISO,1402,4.591846362339515,275.65678067047077,6.1918687589158345,-0.4699037142300098,1.6338198081480355,1.1639160939180258
HOMBRE,65+,FUTRONO,108,9.180301851851853,92.62356296296295,7.7592592592592595,1.296868386047626,-0.13654566751815117,1.1603227185294749
MUJER,65+,MAIPU,3384,8.108553073286052,134.75854231678488,8.242021276595745,0.8841944819845537,0.2709995513235878,1.1551940333081414
MUJER,65+,MAULLÍN,166,8.092816265060241,135.27189457831327,7.066265060240964,0.8781350674856379,0.27596488566042565,1.1540999531460634
MUJER,0-17,CAUQUENES,428,5.050947897196261,256.3399198598131,6.399532710280374,-0.2931279375370673,1.4469799333659255,1.1538519958288582
HOMBRE,65+,SAN CLEMENTE,462,8.445530086580087,121.15724285714286,7.153679653679654,1.013946549294258,0.13944271541620215,1.1533892647104602
MUJER,40-64,SAN JUAN DE LA COSTA,97,5.704089690721649,229.92521855670105,9.350515463917526,-0.04163749571770149,1.1914871008474375,1.149849605129736
HOMBRE,40-64,COCHAMÓ,35,8.29502,126.76388000000001,8.057142857142857,0.9559930565802356,0.19367219876694405,1.1496652553471796
HOMBRE,65+,VALDIVIA,1827,7.879430815544609,143.0345240831965,8.683634373289546,0.7959715901083103,0.3510479304102271,1.1470195205185374
HOMBRE,65+,PELARCO,128,8.50423359375,117.17478046875,5.7421875,1.036550172429169,0.1009228554210805,1.1374730278502496
MUJER,0-17,LO ESPEJO,489,7.386855010224949,161.55206564417176,7.175869120654396,0.6063066381218073,0.5301564916013013,1.1364631297231087
HOMBRE,18-39,CASABLANCA,76,8.395764473684212,121.08622499999998,5.381578947368421,0.99478443763847,0.13875580424228368,1.1335402418807536
HOMBRE,18-39,RENCA,564,7.518902836879433,155.79325496453902,6.897163120567376,0.6571512886951172,0.47445512910647947,1.1316064178015965
HOMBRE,40-64,POZO ALMONTE,73,8.11475205479452,131.84780273972603,7.5479452054794525,0.8865813826757193,0.24284579365914605,1.1294271763348653
HOMBRE,40-64,CHONCHI,133,7.779318045112782,144.06129097744363,7.195488721804511,0.7574234446409016,0.36097920236129427,1.118402647002196
MUJER,65+,SAN MIGUEL,685,8.150196496350365,128.63157518248175,7.113868613138687,0.9002291669015706,0.21173724243250217,1.1119664093340729
HOMBRE,18-39,VIÑA DEL MAR,968,7.549508161157025,152.22938997933883,6.600206611570248,0.6689357841919551,0.4399840991548753,1.1089198833468303
HOMBRE,65+,CURANILAHUE,392,8.262402806122449,123.77966632653062,9.803571428571429,0.9434338962562618,0.16480777226724821,1.1082416685235101
HOMBRE,18-39,CONCHALÍ,261,8.004433716475097,133.86767203065133,6.904214559386973,0.844103611509095,0.2623827219981697,1.1064863335072648
HOMBRE,40-64,LONCOCHE,200,8.1210085,129.158462,6.33,0.888990409604546,0.21683348803754046,1.1058238976420864
HOMBRE,65+,MAULLÍN,196,8.662529591836735,107.13407602040817,7.892857142857143,1.0975016088426823,0.003805421059420702,1.101307029902103
MUJER,65+,TALTAL,70,6.812482857142857,180.66011571428572,10.157142857142857,0.38514622857630987,0.714976671102757,1.1001228996790668
HOMBRE,40-64,SAN RAMÓN,680,7.913661617647058,136.73210102941175,6.727941176470588,0.8091520658180487,0.29008854649504456,1.0992406123130931
HOMBRE,0-17,YERBAS BUENAS,158,5.732745569620254,223.27866075949368,6.234177215189874,-0.030603628774302342,1.1271991174771208,1.0965954887028184
HOMBRE,18-39,HUALQUI,62,6.531151612903225,191.18786612903227,5.435483870967742,0.2768204107940388,0.8168049955136935,1.0936254063077322
HOMBRE,40-64,CURANILAHUE,366,6.976266939890711,173.42328442622951,7.396174863387978,0.44821083681537244,0.6449793426065207,1.0931901794218932
HOMBRE,65+,RENCA,1368,7.7792485380116965,141.23601747076023,8.273391812865498,0.7573966811237989,0.33365210437223086,1.0910487854960298
HOMBRE,0-17,FRUTILLAR,109,6.2839458715596335,200.55100366972476,7.944954128440367,0.18163452355320464,0.9073687502986046,1.0890032738518092
HOMBRE,65+,COELEMU,133,7.9332548872180455,134.6471939849624,6.315789473684211,0.8166964000957508,0.26992254877235383,1.0866189488681046
HOMBRE,40-64,NEGRETE,69,8.294552173913042,120.02733768115942,7.246376811594203,0.9558129214388775,0.12851385157721193,1.0843267730160895
HOMBRE,65+,PUERTO MONTT,2344,8.086960494880547,127.50161868600682,8.96245733788396,0.8758803193677213,0.20080788220259738,1.0766882015703185
HOMBRE,40-64,SANTO DOMINGO,64,8.3298015625,117.6353546875,7.375,0.969385601058333,0.10537770086427173,1.0747633019226048
HOMBRE,0-17,PEÑAFLOR,338,7.445053550295858,152.53668431952664,6.2514792899408285,0.6287158250713578,0.4429563645040289,1.0716721895753867
HOMBRE,65+,MARIQUINA,175,8.470799428571429,111.4709737142857,6.977142857142857,1.0236764395644635,0.04575351138369492,1.0694299509481584
HOMBRE,65+,MACUL,995,7.922141005025126,133.274183919598,7.615075376884422,0.8124170304845378,0.2566422838679379,1.0690593143524758
HOMBRE,18-39,HUALAIHUÉ,36,6.466175,190.35361111111112,8.472222222222221,0.25180134564012147,0.8087357701559824,1.0605371157961039
HOMBRE,40-64,COLTAUCO,121,8.017798347107437,128.4077876033058,7.87603305785124,0.849249625584137,0.20957268558856823,1.058822311172705
MUJER,40-64,PETORCA,76,7.418425,152.17184736842106,5.276315789473684,0.6184625754013774,0.4394275255830151,1.0578901009843924
MUJER,65+,FREIRE,402,7.237388308457712,158.58075696517412,6.490049751243781,0.5487548978452687,0.5014168870162427,1.0501717848615113
MUJER,65+,QUILLOTA,734,8.075214168937329,124.48618910081744,6.836512261580381,0.8713574290390085,0.17164152377440964,1.042998952813418
HOMBRE,65+,LAUTARO,614,6.803152280130294,174.92427459283388,8.802931596091206,0.3815535156943896,0.6594974787325939,1.0410509944269835
MUJER,65+,COLTAUCO,136,7.971963235294117,127.94147426470587,6.904411764705882,0.8316009425033111,0.20506232923992349,1.0366632717432345
MUJER,65+,CHILE CHICO,42,8.705578571428571,98.57609761904762,4.690476190476191,1.114077499414601,-0.07897053454595447,1.0351069648686466
MUJER,40-64,SALAMANCA,101,8.059395049504952,124.19118712871287,6.099009900990099,0.8652663208375743,0.16878815478921286,1.034054475626787
MUJER,65+,PUNTA ARENAS,1731,7.554571346042749,144.07160768341998,8.079145002888504,0.6708853495337332,0.36107898938526667,1.0319643389189999
MUJER,65+,SAN BERNARDO,1791,7.036024288107203,163.89452892238972,6.748185371300949,0.4712202385316556,0.552813669176576,1.0240339077082317
MUJER,0-17,AISÉN,104,6.007426923076924,204.82923365384616,4.951923076923077,0.07516166694731374,0.9487493846758679,1.0239110516231817
HOMBRE,18-39,COMBARBALÁ,31,7.458232258064516,146.91761612903227,8.419354838709678,0.6337902500617703,0.3886066434290152,1.0223968934907854
MUJER,65+,VICTORIA,511,7.251179843444227,155.04308160469668,7.876712328767123,0.5540652902615995,0.46719917287261326,1.0212644631342127
HOMBRE,65+,PENCAHUE,105,8.363293333333333,110.31304952380954,6.142857142857143,0.982281514821139,0.034553637197285776,1.016835152018425
MUJER,65+,LIMACHE,328,8.450830487804879,106.81519054878049,6.862804878048781,1.0159874541315492,0.0007210419683896296,1.0167084960999389
HOMBRE,65+,QUEMCHI,29,9.175541379310346,77.72785172413793,4.586206896551724,1.295035379257063,-0.2806225364220786,1.0144128428349846
HOMBRE,40-64,IQUIQUE,1485,7.991960336700338,124.68189723905724,7.4356902356902355,0.8393007711126734,0.1735344858038502,1.0128352569165235
MUJER,65+,CERRILLOS,569,8.264523374340948,112.9458323374341,8.13884007029877,0.9442504151859417,0.0600188934854454,1.004269308671387
HOMBRE,40-64,COMBARBALÁ,73,8.352708219178082,108.86473972602738,6.342465753424658,0.9782057458809156,0.020545045225963864,0.9987507911068795
HOMBRE,65+,VILLA ALEMANA,839,7.863249582836711,127.99764219308702,6.200238379022646,0.7897410511912919,0.205605606370114,0.9953466575614058
MUJER,0-17,LA CRUZ,114,5.768992105263158,210.96937807017542,5.868421052631579,-0.0166470004378229,1.0081391491482647,0.9914921487104419
